Word		Original_root		Predicted_root
से		से		से
बात		बात		बात
की		कर		का
।		।		।
जमाली		जमाली		जमाली
ने		ने		ने
सिंह		सिंह		सिंह
को		को		को
प्रधानमंत्री		प्रधानमंत्री		प्राानमंत्री
पद		पद		पद
संभालने		संभाल		संभाल
के		के		का
लिए		लिए		लिए
बधाई		बधाई		बधाई
दी		दे		दे
और		और		और
आशा		आशा		आाा
जताई		जता		जताई
कि		कि		कि
द्विपक्षीय		द्विपक्षीय		द््िपक्षीय
संबंधों		संबंध		संबंध
को		को		को
बेहतर		बेहतर		बेहतर
बनाने		बना		बना
के		के		का
लिए		लिए		लिए
चल		चल		चल
रहे		रह		रह
प्रयास		प्रयास		प्रयास
जारी		जारी		जारी
रहेंगे		रह		रह
।		।		।
जमाली		जमाली		जमाली
ने		ने		ने
कहा		कह		कह
कि		कि		कि
हाल		हाल		हाल
के		का		का
क्रिकेट		क्रिकेट		क्रिकेट
मैच		मैच		मैच
में		में		में
लोगों		लोग		लोग
के		का		का
उत्साह		उत्साह		उत्साह
ने		ने		ने
साबित		साबित		साबित
कर		कर		कर
दिया		दे		दे
कि		कि		कि
वे		वह		वह
एक		एक		एक
-		-		-
दूसरे		दूसरा		दूसरा
से		से		से
दोस्ताना		दोस्ताना		दोस्ताना
रवैया		रवैया		रहैया
रखना		रख		रख
चाहते		चाह		चाहत
हैं		है		है
।		।		।
शांति		शान्ति		शांतत
प्रक्रिया		प्रक्रिया		प्रक्रिया
की		का		का
बहाली		बहाली		बहाली
पर		पर		पर
भी		भी		भी
दोनों		दो		दो
नेताओं		नेता		नेता
ने		ने		ने
संतोष		संतोष		संतोष
ज़ाहिर		जाहिर		जाहिर
किया		कर		कर
।		।		।
अतिरिक्त		अतिरिक्त		अतिरिक्त
जिला		जिला		जिला
व		व		व
सत्र		सत्र		सत्र
जज		जज		जज
मोहम्मद		मोहम्मद		मोहम्मद
जफर		जफर		जफर
ने		ने		ने
हत्या		हत्या		हत्या
और		और		और
हत्या		हत्या		हत्या
की		का		का
कोशिश		कोशिश		कोशिश
के		का		का
मामलों		मामला		मामल
में		में		में
जनता		जनता		जनता
दल		दल		दल
(		(		(
यू		यू		यू
)		)		)
सांसद		सांसद		सांसद
प्रभुनाथ		प्रभुनाथ		प्रभुनाथ
सिंह		सिंह		सिंह
को		को		को
बृहस्पतिवार		बृहस्पतिवार		बहृ््पतिवार
को		को		को
जमानत		जमानत		जमानत
दे		दे		दे
दी		दे		दे
।		।		।
सिंह		सिंह		सिंह
वर्ष		वर्ष		वर्ष
1995		1995		UUU
में		में		में
छपरा		छपरा		छपरा
जिले		जिला		जिला
के		का		का
मशरख		मशरख		मशरख
में		में		में
एक		एक		एक
हत्या		हत्या		हत्या
और		और		और
हत्या		हत्या		हत्या
की		का		का
कोशिश		कोशिश		कोशिश
के		का		का
दो		दो		दो
अन्य		अन्य		अन्य
मामलों		मामला		मामल
में		में		में
आरोपी		आरोपी		आरोपी
हैं		है		है
।		।		।
सिंह		सिंह		सिंह
ने		ने		ने
आज		आज		आज
ही		ही		ही
जमानत		जमानत		जमानत
-		-		-
याचिका		याचिका		याचिका
दायर		दायर		दायर
की		कर		का
थी		था		था
।		।		।
पार्टी		पार्टी		पार्टी
विधायकों		विधायक		विधायक
और		और		और
समर्थकों		समर्थक		समर्थक
के		के		का
साथ		साथ		साथ
यहाँ		यहाँ		यहाँ
आए		आ		आ
सिंह		सिंह		सिंह
आज		आज		आज
कोर्ट		कोर्ट		कोर्ट
में		में		में
पेश		पेश		पेश
हुए		हो		हो
।		।		।
जम्मू		जम्मू		जम्मू
-		-		-
कश्मीर		कश्मीर		कश्मीर
के		का		का
मनोनीत		मनोनीत		मवोनीत
मुख्यमंत्री		मुख्यमंत्री		मु््यमंत्री
गुलाम		गुलाम		गुलाम
नबी		नबी		ननी
आज़ाद		आजाद		आजाद
ने		ने		ने
कहा		कह		कह
है		है		है
कि		कि		कि
घाटी		घाटी		घाटी
में		में		में
शांति		शान्ति		शांतत
बहाल		बहाल		बहाल
करना		कर		कर
उनके		वह		वह
सामने		सामने		सामना
सबसे		सबसे		सबसा
बड़ी		बड़ा		बडी
चुनौती		चुनौती		चुनौती
है		है		है
।		।		।
जिस		जो		जि
हीलिंग		हीलिंग		हीलिंग
टच		टच		टट
को		को		को
मुख्यमंत्री		मुख्यमंत्री		मु््यमंत्री
मुफ्ती		मुफ्ती		मुफ्ती
मोहम्मद		मोहम्मद		मोहम्मद
सईद		सईद		सईद
से		से		से
जोड़ा		जोड़		जोड़ा
जा		जा		जा
रहा		रह		रह
है		है		है
,		COMMA		UUUUUUUUUUUUUU
वह		वह		वह
दरअसल		दरअसल		दोससल
कांग्रेस		कांग्रेस		कांग्रेस
की		का		का
नीति		नीति		नीति
थी		था		था
।		।		।
उनकी		वह		वह
कोशिश		कोशिश		कोशिश
होगी		हो		हो
कि		कि		कि
सभी		सभी		सभी
पार्टियों		पार्टी		पार्टी
को		को		को
साथ		साथ		साथ
लेकर		ले		ले
रियासत		रियासत		रियासत
में		में		में
अमन		अमन		अमन
बहाल		बहाल		बहाल
करें		कर		करं
।		।		।
केंद्रीय		केंद्रीय		केंद्रीय
शहरी		शहरी		शहरी
विकास		विकास		विकास
मंत्री		मंत्री		मंत्री
गुलाम		गुलाम		गुलाम
नबी		नबी		ननी
आज़ाद		आजाद		आजाद
ने		ने		ने
शनिवार		शनिवार		शनिवार
को		को		को
पत्रकारों		पत्रकार		पत्रकार
से		से		से
अनौपचारिक		अनौपचारिक		अंपपचारिक
बात		बात		बात
-		-		-
चीत		चीत		चीत
में		में		में
कहा		कह		कह
कि		कि		कि
वह		वह		वह
छोटा		छोटा		छोटा
मंत्रिमंडल		मंत्रिमंडल		मं्ररिमंडल
बनाना		बना		बनाना
चाहते		चाह		चाहत
हैं		है		है
।		।		।
तिलहन		तिलहन		तिलहन
के		का		का
उत्पादन		उत्पादन		उत्पादन
को		को		को
लेकर		ले		ले
उद्योग		उद्योग		उद्योग
जगत		जगत		जगत
और		और		और
कृषि		कृषि		कृषि
मंत्रालय		मंत्रालय		मंत्रालय
एक		एक		एक
बार		बार		बार
फिर		फिर		फिर
अलग		अलग		अलग
-		-		-
अलग		अलग		अलग
दावे		दावा		दावा
कर		कर		कर
रहे		रह		रह
हैं		है		है
।		.		।
उद्योग		उद्योग		उद्योग
जगत		जगत		जगत
का		का		का
कहना		कह		कह
है		है		है
कि		कि		कि
इस		यह		यह
साल		साल		साल
खरीफ		खरीफ		खरीफ
सीजन		सीजन		सीजन
के		के		का
दौरान		दौरान		दौरान
तिलहन		तिलहन		तिलहन
का		का		का
उत्पादन		उत्पादन		उत्पादन
130		130		UU
लाख		लाख		लाख
टन		टन		टट
होगा		हो		हो
।		.		।
जबकि		जबकि		जबकि
कृषि		कृषि		कृषि
मंत्रालय		मंत्रालय		मंत्रालय
के		के		का
मुताबिक		मुताबिक		मुताबिक
इस		यह		यह
साल		साल		साल
तिलहन		तिलहन		तिलहन
का		का		का
उत्पादन		उत्पादन		उत्पादन
145.6		145.6		आU..
लाख		लाख		लाख
टन		टन		टट
रहने		रह		रह
का		का		का
अनुमान		अनुमान		अनुमान
है		है		है
,		COMMA		UUUUUUUUUUUUUU
जो		जो		जो
पिछले		पिछला		पिछला
साल		साल		साल
की		का		का
तुलना		तुलना		तुलना
में		में		में
करीब		करीब		करीब
2.5		2.5		१.
फीसदी		फीसदी		फीसदी
कम		कम		कम
है		है		है
।		.		।
लेकिन		लेकिन		लेकिन
उद्योग		उद्योग		उद्योग
का		का		का
कहना		कह		कह
है		है		है
कि		कि		कि
इस		यह		यह
साल		साल		साल
तिलहन		तिलहन		तिलहन
का		का		का
उत्पादन		उत्पादन		उत्पादन
पिछले		पिछला		पिछला
साल		साल		साल
की		का		का
तुलना		तुलना		तुलना
में		में		में
ज्यादा		ज्यादा		ज्यादा
होगा		हो		हो
।		.		।
एक		एक		एक
दशक		दशक		दशक
से		से		से
अधिक		अधिक		अधिक
समय		समय		समय
से		से		से
चल		चल		चल
रही		रह		रह
राष्ट्रीय		राष्ट्रीय		राष्ट्रीय
बाल		बाल		बाल
आयोग		आयोग		आयोग
के		का		का
गठन		गठन		गठन
की		का		का
माँग		माँग		मांग
को		को		को
पूरा		पूरा		पूरा
करने		कर		कर
के		के		का
लिए		लिए		लिए
संसद		संसद		संसद
के		का		का
शीतकालीन		शीतकालीन		शरतकालीन
सत्र		सत्र		सत्र
में		में		में
विधेयक		विधेयक		विधेयक
पेश		पेश		पेश
किया		कर		कर
जाएगा		जा		जा
।		।		।
बिल		बिल		बिल
के		का		का
मसौदे		मसौदा		मसौदा
की		का		का
सभी		सभी		सभी
औपचारिकताएँ		औपचारिकता		पपररािकतास
पूरी		पूरा		पूरी
हो		हो		हो
गई		जा		जा
हैं		है		है
और		और		और
इसे		यह		यह
कैबिनेट		कैबिनेट		कैबिनेट
की		का		का
अनुमति		अनुमति		अनुमति
के		के		का
लिए		लिए		लिए
भेजा		भेज		भेजा
जा		जा		जा
चुका		चुक		चुका
है		है		है
।		।		।
वहीं		वहीं		वहीं
लंबे		लंबा		लं
समय		समय		समय
से		से		से
मंत्रियों		मंत्री		मंत्री
के		का		का
समूह		समूह		समूह
के		के		का
पास		पास		पास
लंबित		लंबित		लंबित
महिलाओं		महिला		महिला
एवं		एवं		एवं
बच्चों		बच्चा		बच्च
के		का		का
अनैतिक		अनैतिक		अनैतिक
व्यापार		व्यापार		व्यापार
संशोधन		संशोधन		संशोधन
विधेयक		विधेयक		विधेयक
को		को		को
भी		भी		भी
समूह		समूह		समूह
की		का		का
मंजूरी		मंजूरी		मंजूरी
मिल		मिल		मिल
गई		जा		जा
है		है		है
।		।		।
शीतकालीन		शीतकालीन		शरतकालीन
सत्र		सत्र		सत्र
में		में		में
पेश		पेश		पेश
किए		कर		कर
जाने		जा		जा
की		का		का
पूरी		पूरा		पूरी
संभावना		संभावना		संभावना
है		है		है
।		।		।
सर्दियों		सर्दी		सर्दी
के		का		का
कदमों		कदम		कदम
की		का		का
आहट		आहट		आहट
को		को		को
महसूस		महसूस		महसूस
करते		कर		कर
हुए		हो		हो
पर्यटन		पर्यटन		पर्यटन
तंत्र		तंत्र		तंत्र
में		में		में
ऊर्जा		ऊर्जा		घर्जा
का		का		का
संचार		संचार		सचचार
होने		हो		हो
लगा		लगा		लग
है		है		है
।		।		।
गर्मियों		गर्मी		गर्मी
में		में		में
पहाड़ों		पहाड		पहाडड
की		का		का
ठंडी		ठंडा		ठंडी
हवाएं		हवा		हवा
लुभाती		लुभा		लुभाती
हैं		है		है
तो		तो		तो
,		COMMA		UUUUUUUUUUUUUU
सर्दियों		सर्दी		सर्दी
में		में		में
बर्फ		बर्फ		बर्फ
के		के		का
साथ		साथ		साथ
चटख		चटख		चपख
धूप		धूप		धूप
भी		भी		भी
सैलानियों		सैलानी		सैलानी
को		को		को
उत्तरांचल		उत्तरांचल		उतततरांचल
की		का		का
ओर		ओर		ओर
चुबंक		चुबंक		चुबंक
की		का		का
तरह		तरह		तरह
खींचने		खींच		खींचन
का		का		का
काम		काम		काम
करती		कर		कर
है		है		है
।		।		।
सर्दियों		सर्दी		सर्दी
के		के		का
दौरान		दौरान		दौरान
जहां		जहाँ		जहां
देश		देश		देश
के		का		का
मैदानी		मैदानी		मैदानी
इलाके		इलाका		इलाका
कोहरे		कोहरा		कोहरा
की		का		का
मोटी		मोटा		मोटी
परतों		परत		परत
में		में		में
कसमसाते		कसमसा		कसससाता
हुए		हो		हो
शीत		शीत		शीत
लहर		लहर		लह
की		का		का
नुकीली		नुकीला		नुकीली
बरछियों		बरछी		बरछी
से		से		से
जूझ		जूझ		जूू
रहे		रह		रह
होते		हो		हो
हैं		है		है
,		COMMA		UUUUUUUUUUUUUU
ठीक		ठीक		ठीक
उसी		वह		वह
वक्त		वक्त		वक्त
पहाड़ों		पहाड		पहाडड
में		में		में
चटख		चटख		चपख
धूप		धूप		धूप
का		का		का
नजारा		नजारा		नजारा
किसी		कोई		कि
आश्चर्यजनक		आश्चर्यजनक		आपपरर्यजनक
खूबसूरत		खूबसूरत		खूबसूरत
अहसास		अहसास		अहसास
से		से		से
कम		कम		कम
नहीं		नहीं		नहीं
होता		हो		हो
।		।		।
शीतकाल		शीतकाल		शीतकाल
में		में		में
छह		छह		छह
माह		माह		माह
कपाट		कपाट		कपाट
बंद		बंद		बंद
रहने		रह		रह
के		के		का
बाद		बाद		बाद
बृहस्पतिवार		बृहस्पतिवार		बहृ््पतिवार
को		को		को
सुबह		सुबह		सुबह
सात		सात		सात
बजकर		बज		बजकर
51		51		१
मिनट		मिनट		मिनट
पर		पर		पर
वैदिक		वैदिक		वैदिक
मंत्रोचार		मंत्रोचार		मंत्रोचार
के		के		का
बाद		बाद		बाद
विधि		विधि		विधि
-		-		-
विधान		विधान		विधान
के		के		का
साथ		साथ		साथ
बदरीनाथ		बदरीनाथ		बदरीनाथ
धाम		धाम		धाम
के		का		का
कपाट		कपाट		कपाट
लोगों		लोग		लोग
के		का		का
दर्शनार्थ		दर्शनार्थ		द्शशनार्थ
खोल		खोल		खोल
दिए		दे		दि
गए		जा		जा
।		।		।
यहां		यहाँ		यहा
अखंड		अखंड		अखंड
ज्योति		ज्योति		ज्योति
के		का		का
दर्शनों		दर्शन		दर्शन
के		के		का
लिए		लिए		लिए
तड़के		तड़के		ततघका
चार		चार		चार
बजे		बजे		बज
से		से		से
ही		ही		ही
श्रद्धालुओं		श्रद्धालु		श््््धालु
की		का		का
लंबी		लंबा		लंबी
कतारें		कतार		कतार
लगनी		लग		लगन
शुरू		शुरू		शुरू
हो		हो		हो
गई		जा		जा
थीं		था		था
।		।		।
मुख्य		मुख्य		मुख्य
पुजारी		पुजारी		पुजारी
रावल		रावल		रावल
बदरी		बदरी		बदरी
प्रसाद		प्रसाद		प्रसाद
नंबूदरीपाद		नंबूदरीपाद		नंंदररीपाद
ने		ने		ने
विधि		विधि		विधि
विधान		विधान		विधान
के		के		का
साथ		साथ		साथ
पूजा		पूजा		पूजा
अर्चना		अर्चना		अर्चना
कर		कर		कर
शीतकाल		शीतकाल		शीतकाल
में		में		में
भगवान		भगवान		भगवान
बदरी		बदरी		बदरी
विशाल		विशाल		विशाल
को		को		को
ओढ़ाया		ओढ़ा		घझड़ाय
गया		जा		जा
घृत		घृत		घृत
कंबल		कंबल		कंबल
को		को		को
निकाला		निकाल		निकाला
जिसे		जो		जो
बाद		बाद		बाद
में		में		में
प्रसाद		प्रसाद		प्रसाद
स्वरूप		स्वरूप		स्वरूप
बांटा		बांट		बांटा
गया		जा		जा
।		।		।
ज्योतिषियों		ज्योतिषी		ज्रोतिषी
के		का		का
बयान		बयान		बयान
के		के		का
बाद		बाद		बाद
किया		कर		कर
दावा		दावा		दावा
-		-		-
दरअसल		दरअसल		दोससल
कुछ		कुछ		कुछ
समय		समय		समय
पहले		पहले		पहले
ज्योतिषियों		ज्योतिषी		ज्रोतिषी
ने		ने		ने
कहा		कह		कह
था		था		था
कि		कि		कि
काफी		काफी		काफी
समय		समय		समय
पहले		पहले		पहले
मंदिर		मंदिर		मंदिर
में		में		में
किसी		कोई		कि
महिला		महिला		महिला
के		का		का
प्रवेश		प्रवेश		प्रवेश
के		के		का
चलते		चलते		चला
मंदिर		मंदिर		मंदिर
अपवित्र		अपवित्र		अपवित्र
हो		हो		हो
चुका		चुका		चुका
है		है		है
।		।		।
ज्योतिषियों		ज्योतिषी		ज्रोतिषी
के		का		का
इस		यह		यह
बयान		बयान		बयान
के		का		का
कुछ		कुछ		कुछ
ही		ही		ही
दिनों		दिन		दिन
बाद		बाद		बाद
जयमाला		जयमाला		जयमाला
ने		ने		ने
मंदिर		मंदिर		मंदिर
के		का		का
मुख्य		मुख्य		मुख्य
पुजारी		पुजारी		पुजारी
को		को		को
भेजे		भेज		भेजा
एक		एक		एक
खत		खत		खख
में		में		में
खुलासा		खुलासा		खुलासा
किया		कर		कर
कि		कि		कि
बीस		बीस		बीस
साल		साल		साल
पहले		पहले		पहले
वो		वह		वो
मंदिर		मंदिर		मंदिर
में		में		में
घुसी		घुस		घुसी
थी		था		था
और		और		और
उसने		वह		वह
मूर्ति		मूर्ति		मूर्ति
को		को		को
भी		भी		भी
छुआ		छू		छुआ
था		था		था
।		।		।
हालांकि		हालांकि		हालांकि
जयमाला		जयमाला		जयमाला
ने		ने		ने
कहा		कह		कह
कि		कि		कि
वो		वह		वो
जानबूझकर		जानबूझकर		जानबूझकर
मंदिर		मंदिर		मंदिर
में		में		में
नहीं		नहीं		नहीं
घुसी		घुस		घुसी
,		COMMA		UUUUUUUUUUUUUU
बल्कि		बल्कि		बल्कि
भीड़		भीड़		भीडड
के		का		का
रेले		रेला		रेल
के		के		का
चलते		चलते		चला
मंदिर		मंदिर		मंदिर
में		में		में
पहुंच		पहुंच		पहुंच
गई		जा		जा
।		।		।
हालांकि		हालांकि		हालांकि
हाल		हाल		हाल
में		में		में
मुंबई		मुंबई		मुंबई
समेत		समेत		समेत
महाराष्ट्र		महाराष्ट्र		महाााष्ट्र
के		का		का
कई		कई		क
शहरों		शहर		शहर
में		में		में
आई		आ		आई
बाढ़		बाढ़		बा
के		के		का
कारण		कारण		कारण
कुछ		कुछ		कुछ
जगहों		जगह		जगह
पर		पर		पर
गणेश		गणेश		गेेश
उत्सव		उत्सव		उत्सव
की		का		का
रौनक		रौनक		रौनक
नहीं		नहीं		नहीं
नजर		नजर		नजर
आई		आ		आई
।		।		।
पास		पास		पास
के		का		का
रायगढ़		रायगढ़		रायगठ
जिले		जिला		जिला
में		में		में
बाढ़		बाढ़		बा
के		के		का
कारण		कारण		कारण
गणेश		गणेश		गेेश
प्रतिमा		प्रतिमा		प्रतिमा
के		का		का
निर्माण		निर्माण		निर्माण
का		का		का
कार्य		कार्य		कार्य
प्रभावित		प्रभावित		प्रभावित
हुआ		हो		हो
था		था		था
।		।		।
इस		यह		यह
जिले		जिला		जिला
में		में		में
गणेश		गणेश		गेेश
प्रतिमाओं		प्रतिमा		प्रतिमा
को		को		को
तैयार		तैयार		तैयार
कर		कर		कर
देश		देश		देश
के		का		का
कई		कई		क
हिस्सों		हिस्सा		हिस्स
में		में		में
भेजा		भेज		भेजा
जाता		जा		जा
है		है		है
।		।		।
गणेश		गणेश		गेेश
उत्सव		उत्सव		उत्सव
के		के		का
कारण		कारण		कारण
प्रशासन		प्रशासन		प्रशासन
ने		ने		ने
कड़े		कड़ा		कड़
सुरक्षा		सुरक्षा		सुरक्षा
इंतजाम		इंतजाम		इंतजाम
किए		कर		कर
हैं		है		है
।		।		।
पुरातत्वविदों		पुरातत्वविद		पततततत्वविद
का		का		का
मानना		मान		मान
है		है		है
कि		कि		कि
अमृतसर		अमृतसर		अमृतसर
का		का		का
इतिहास		इतिहास		इतिहास
यहां		यहाँ		यहा
की		का		का
जमीन		जमीन		जमीन
में		में		में
आज		आज		आज
भी		भी		भी
दफन		दफन		दफन
है		है		है
।		।		।
खुदाई		खुदाई		खुदाई
के		के		का
दौरान		दौरान		दौरान
मिले		मिल		मिला
कुछ		कुछ		कुछ
अवशेष		अवशेष		अवशेष
उनकी		वह		वह
इस		यह		यह
बात		बात		बात
को		को		को
प्रमाणित		प्रमाणित		प्रमाणित
भी		भी		भी
करते		कर		कर
हैं		है		है
।		।		।
अंग्रेजों		अंग्रेज		अंग्रेज
द्वारा		द्वारा		द्वारा
चिह्नित		चिह्नित		चिह्िित
नगर		नगर		नगर
के		के		का
करीब		करीब		करीब
पांच		पांच		पांच
जगहों		जगह		जगह
कोटली		कोटली		कोटली
बसावा		बसावा		बसावा
सिंह		सिंह		सिंह
,		COMMA		UUUUUUUUUUUUUU
अलगो		अलगो		अलगो
कोठी		कोठी		कोठ
,		COMMA		UUUUUUUUUUUUUU
हर्षाछीना		हर्षाछीना		हर््ाछीना
,		COMMA		UUUUUUUUUUUUUU
पक्का		पक्का		पक्का
विंड		विंड		विंड
एवं		एवं		एवं
अटारी		अटारी		अटारी
में		में		में
जमीन		जमीन		जमीन
की		का		का
ऊपरी		ऊपरी		घपरी
सतह		सतह		सूह
की		का		का
खुदाई		खुदाई		खुदाई
में		में		में
ही		ही		ही
काफी		काफी		काफी
संख्या		संख्या		संख्या
में		में		में
मिट्टी		मिट्टी		मिट्टी
के		का		का
बर्तन		बर्तन		बर्तन
,		COMMA		UUUUUUUUUUUUUU
मूर्तियां		मूर्ति		मूर्तिया
,		COMMA		UUUUUUUUUUUUUU
गहने		गहना		गह
,		COMMA		UUUUUUUUUUUUUU
खिलौने		खिलौना		खिलौन
,		COMMA		UUUUUUUUUUUUUU
चांदी		चांदी		चांदी
के		का		का
सिक्के		सिक्का		सिक्का
,		COMMA		UUUUUUUUUUUUUU
NULL		null		UUUU
असलहे		असलहा		असलह
मिले		मिल		मिला
हैं		है		है
।		।		।
ओंकारेश्वर		ओंकारेश्वर		अंंााेश्वर
मंदिर		मंदिर		मंदिर
में		में		में
भगवान		भगवान		भगवान
मदमहेश्वर		मदमहेश्वर		मुहहेश्वर
की		का		का
डोली		डोली		डोली
आज		आज		आज
मुख्य		मुख्य		मुख्य
मंदिर		मंदिर		मंदिर
से		से		से
निकालकर		निकाल		निकालक
गद्दी		गद्दी		गद्दी
स्थल		स्थल		स्थल
में		में		में
रखी		रख		रख
गई		जा		जा
।		।		।
वहां		वहाँ		वहां
पूजा		पूजा		पूजा
अर्चना		अर्चना		अर्चना
के		के		का
बाद		बाद		बाद
भगवान		भगवान		भगवान
की		का		का
मूर्ति		मूर्ति		मूर्ति
बड़े		बड़ा		बड
जमाण		जमाण		जमाण
(		(		(
डोली		डोली		डोली
)		)		)
में		में		में
रखी		रख		रख
गई		जा		जा
।		।		।
सैकड़ों		सैकडा		सैकड
भक्तों		भक्त		भक्त
ने		ने		ने
डोली		डोली		डोली
के		का		का
दर्शन		दर्शन		दर्शन
किये		कर		कर
।		।		।
पंचकेदारों		पंचकेदार		पंककेदार
में		में		में
मद्महेश्वर		मद्महेश्वर		ममममेेश्वर
यात्रा		यात्रा		यात्रा
सर्वाधिक		सर्वाधिक		सर्वाधिक
कठिन		कठिन		कठिन
मानी		मान		मानी
जाती		जा		जा
है		है		है
।		।		।
ऊखीमठ		ऊखीमठ		घखीमठ
से		से		से
उनियाणा		उनियाणा		उहियाणा
तक		तक		तक
मोटर		मोटर		मोटर
NULL		null		UUUU
NULL		null		UUUU
और		और		और
इसके		यह		यह
बाद		बाद		बाद
दुरूह		दुरूह		दुरूह
पैदल		पैदल		पैदल
मार्ग		मार्ग		मार्ग
है		है		है
।		।		।
उनियाणा		उनियाणा		उहियाणा
से		से		से
रांशी		रांशी		रांशी
तथा		तथा		तथा
गौंडार		गौंडार		गौंडार
गांव		गांव		गांव
तक		तक		तक
आठ		आठ		आठ
किमी		किमी		किमी
तथा		तथा		तथा
इसके		यह		यह
पश्चात		पश्चात		पश्चात
10		10		१०
किमी		किमी		किमी
खड़ी		खड़ा		खड
चढ़ाई		चढ़ाई		चठघाई
पार		पार		पार
कर		कर		कर
मदमहेश्वर		मदमहेश्वर		मुहहेश्वर
के		का		का
दर्शन		दर्शन		दर्शन
होते		हो		हो
हैं		है		है
।		।		।
पद्मभूषण		पद्मभूषण		पद्मभूषण
और		और		और
पद्मश्री		पद्मश्री		पद्मश्री
स्वामी		स्वामी		स्वामी
कल्याण		कल्याण		कल्याण
देव		देव		देव
जी		जी		जा
को		को		को
आज		आज		आज
वेद		वेद		वेद
मंत्रोच्चारों		मंत्रोच्चार		म्ररररच्चार
के		के		का
बीच		बीच		बीच
समाधि		समाधि		समाधि
दे		दे		दे
दी		दे		दे
गई		जा		जा
।		।		।
हजारों		हजार		हजार
अनुयायियों		अनुयायी		अनुयायी
ने		ने		ने
नम		नम		नन
आंखों		आंख		आंख
से		से		से
स्वामी		स्वामी		स्वामी
कल्याण		कल्याण		कल्याण
देव		देव		देव
जी		जी		जा
के		का		का
अंतिम		अंतिम		अंतिम
दर्शन		दर्शन		दर्शन
किए		कर		कर
और		और		और
11.50		11.50		१.
पर		पर		पर
शुक्रताल		शुक्रताल		शुक्रताल
में		में		में
स्वामी		स्वामी		स्वामी
शुकदेव		शुकदेव		शुकदेव
जी		जी		जा
के		का		का
आश्रम		आश्रम		आश््म
के		के		का
पीछे		पीछे		पीछा
दुर्गा		दुर्गा		दुर्गा
मंदिर		मंदिर		मंदिर
के		के		का
समीप		समीप		समीप
उन्हें		वह		वह
समाधि		समाधि		समाधि
दी		दे		दे
गई		जा		जा
।		।		।
कल		कल		कल
129		129		१U
वर्ष		वर्ष		वर्ष
की		का		का
आयु		आयु		आयु
में		में		में
स्वामी		स्वामी		स्वामी
जी		जी		जा
ब्रह्मलीन		ब्रह्मलीन		बररर्मलीन
हुए		हो		हो
थे		था		था
।		।		।
अधिकारियों		अधिकारी		अधिकारी
ने		ने		ने
बताया		बता		बता
कि		कि		कि
मंगलवार		मंगलवार		मंगलवार
की		का		का
सुबह		सुबह		सुबह
10		10		१०
गाड़ियों		गाड़ी		गाडॉि
में		में		में
करीब		करीब		करीब
200		200		१००
श्रद्धालु		श्रद्धालु		श््््धालु
जम्मू		जम्मू		जम्मू
से		से		से
रवाना		रवाना		रवान
हुए		हो		हो
।		।		।
इस		यह		यह
बार		बार		बार
बर्फबारी		बर्फबारी		बर्फबारी
के		के		का
कारण		कारण		कारण
छह		छह		छह
जुलाई		जुलाई		जुलाई
तक		तक		तक
परंपरागत		परंपरागत		पतपपरागत
पहलगाम		पहलगाम		पहलगाम
रूट		रूट		रूट
से		से		से
यात्रा		यात्रा		यात्रा
की		का		का
अनुमति		अनुमति		अनुमति
नहीं		नहीं		नहीं
दी		दे		दे
गई		जा		जा
है		है		है
।		।		।
वहीं		वहीं		वहीं
बीएसएफ		बीएसएफ		बीएसएफ
के		का		का
प्रवक्ता		प्रवक्ता		प्रवक्ता
ने		ने		ने
बताया		बता		बता
कि		कि		कि
यात्रियों		यात्री		यात्री
की		का		का
सुरक्षा		सुरक्षा		सुरक्षा
के		के		का
लिए		लिए		लिए
रास्तों		रास्ता		रास्त
में		में		में
पर्याप्त		पर्याप्त		पर्याप्त
संख्या		संख्या		संख्या
में		में		में
बीएसएफ		बीएसएफ		बीएसएफ
के		का		का
जवानों		जवान		जवान
को		को		को
तैनात		तैनात		तैनात
किया		कर		कर
गया		जा		जा
है		है		है
।		।		।
पूरे		पूरा		पूरा
इलाके		इलाका		इलाका
की		का		का
जांच		जांच		जांच
की		कर		का
जा		जा		जा
चुकी		चुक		चुक
है		है		है
और		और		और
सभी		सभी		सभी
रास्तों		रास्ता		रास्त
पर		पर		पर
लगातार		लगातार		ललातार
निगाह		निगाह		निगाह
रखी		रख		रख
जा		जा		जा
रही		रह		रह
है		है		है
।		।		।
भारी		भारी		भारी
बारिश		बारिश		बारिश
के		के		का
कारण		कारण		कारण
दोनों		दो		दो
मार्गों		मार्ग		मार्ग
में		में		में
फिसलन		फिसलन		फिसलन
को		को		को
देखते		देख		देख
हुए		हो		हो
अधिकारियों		अधिकारी		अधिकारी
ने		ने		ने
यात्रा		यात्रा		यात्रा
स्थगित		स्थगित		स्थगित
कर		कर		कर
दी		दे		दे
थी		था		था
।		।		।
उधर		उधर		वडर
जम्मू		जम्मू		जम्मू
से		से		से
प्राप्त		प्राप्त		प्राप्त
रिपोर्ट		रिपोर्ट		रिपोर्ट
के		के		का
मुताबिक		मुताबिक		मुताबिक
बुधवार		बुधवार		बुधवार
को		को		को
एमएएम		एमएएम		एमएएम
स्थित		स्थित		स्थित
बेस		बेस		बेस
कैंप		कैंप		कैंप
से		से		से
यात्रियों		यात्री		यात्री
को		को		को
आगे		आगे		आगा
बढ़ने		बढ़		बड़
की		का		का
इजाज़त		इजाजत		इगजजफत
