Word		Original_feature		Predicted_feature
چیف		n		n
منسٹر		n		n
ریاستی		adj		adj
عہدیداروں		n		n
کو		psp		psp
ہدایت		n		n
دی		v		v
تھی		v		v
کہ		avy		avy
وہ		pn		pn
ہندوؤں		n		n
کے		psp		psp
غم		n		n
و		avy		avy
غصہ		n		n
کو		psp		psp
روکنے		v		v
کی		psp		psp
کوشش		n		n
نہ		avy		avy
کریں		v		v
بلکہ		avy		avy
مسلمانوں		n		n
کو		psp		psp
سبق		n		n
سکھانے		v		v
کے		psp		psp
لیے		psp		psp
ہندوؤں		n		n
کو		psp		psp
فساد		n		n
برپا		adj		adj
کرنے		v		v
کی		psp		psp
پوری		adj		adj
اجازت		n		n
دے		v		v
دیں		v		v
۔		punc		punc
مغربی		n		n
بنگال		n		n
مےں		psp		psp
آج		n		n
تیسرے		num		adj
مرحلے		n		n
کی		psp		psp
رائے_دہی		n		n
ہوئی		v		v
جو		pn		pn
بحیثیت		psp		adv
مجموعی		adj		adj
پرامن		n		adj
رہی		v		v
۔		punc		punc
کولکتہ		n		n
میٹروپولیٹن		n		n
شہر		n		n
کے		psp		psp
بشمول		psp		adv
متصلہ		adj		adj
نارتھ		n		n
اور		avy		avy
ساؤتھ		n		n
24		num		num
پرگنا		n		n
اضلاع		n		n
مےں		psp		psp
75		num		num
اسمبلی		n		n
حلقوں		n		n
مےں		psp		psp
آج		n		n
78.3		num		num
فیصد		n		n
رائے_دہی		n		adj
ریکارڈ		n		n
کی		v		v
گئی		v		v
۔		punc		punc
چیف		n		n
الیکٹرول		n		n
آفیسر		n		n
سنیل		n		n
کمار		n		n
گپتا		n		n
نے		psp		psp
بتایا		v		v
کہ		avy		avy
بحیثیت		psp		adv
مجموعی		adj		adj
78.3		n		num
فیصد		n		n
رائے_دہی		n		n
ریکارڈ		n		n
کی		v		v
گئی		v		v
۔		punc		punc
انھوں		pn		pn
نے		psp		psp
کہا		v		v
کہ		avy		avy
3		num		num
اضلاع		n		n
مےں		psp		psp
پرامن		adj		adj
رائے_دہی		n		adj
یقینی		adj		adj
بنانے		v		v
کے		psp		psp
لیے		psp		psp
60		num		num
ہزار		num		num
سے		psp		psp
زائد		adj		adj
سنٹرل		n		n
سکیوریٹی		adj		n
فورس		n		n
کو		psp		psp
تعینات		n		n
کیا		v		v
گیا		v		v
تھا		v		v
۔		punc		punc
انھوں		pn		pn
نے		psp		psp
بتایا		v		v
کہ		avy		avy
بعض		avy		adj
مقامات		n		n
سے		psp		psp
الکٹرانک		n		adj
ووٹنگ		n		n
مشین		n		n
مےں		psp		psp
خرابی		n		n
کی		psp		psp
شکایات		n		n
وصول		n		n
ہوئیں		v		v
اور		avy		avy
فوری		adj		adj
طور		n		n
پر		psp		psp
ان		pn		pn
ووٹنگ		n		n
مشینوں		n		n
کو		psp		psp
تبدیل		n		adj
کر		v		v
دیا		v		v
گیا		v		v
۔		punc		punc
ایڈیشنل		n		n
سی		n		n
ای		n		n
او		n		n
این		n		n
کے		n		n
ساہنا		n		n
نے		psp		psp
بتایا		v		v
کہ		avy		avy
انتخابی		adj		adj
قواعد		n		n
کی		psp		psp
خلاف_ورزی		n		n
کی		psp		psp
شکایت		n		n
پر		psp		psp
17		num		num
پریسائیڈنگ		adj		n
آفیسر		n		n
کی		psp		psp
تبدیلی		n		n
عمل		n		n
مےں		psp		psp
آئی		v		v
۔		punc		punc
آج		n		n
تیسرے		num		adj
مرحلے		n		n
کی		psp		psp
رائے_دہی		n		n
مےں		psp		psp
جو		pn		pn
امیدوار		n		n
حصہ		n		n
لے		v		v
رہے		v		v
ہےں		v		v
،		punc		punc
اُن		pn		pn
مےں		psp		psp
قابل		adj		adj
ذکر		n		n
چیف		n		n
منسٹر		n		n
بدھا		n		n
دیپ		n		n
بھٹاچارجی		n		n
،		punc		punc
وزیر		n		n
فینانس		n		n
آسم		n		n
داس		n		n
گپتا		n		n
،		punc		punc
قائد		n		n
اپوزیشن		n		n
پارتھا		n		n
چٹرجی		n		n
،		punc		punc
کولکتہ		n		n
مےئر		n		n
سون		n		n
چٹرجی		n		n
اور		avy		avy
سابق		adj		adj
فکی		n		n
سکریٹری		n		n
جنرل		n		n
امیت		n		n
مشرا		n		n
شامل		adj		adj
ہےں		v		v
۔		punc		punc
نارتھ		n		n
24		n		num
پرگنا		n		n
ضلع		n		n
سے		psp		psp
ملی		v		n
اطلاع		n		n
کے		psp		psp
مطابق		psp		psp
بیج		n		n
پور		n		n
مےں		psp		psp
سی		n		n
پی		n		n
آئی		n		n
ایم		n		n
کے		psp		psp
دفتر		n		n
کو		psp		psp
حریف		adj		adj
سیاسی		adj		adj
جماعت		n		n
کے		psp		psp
حامیوں		n		n
نے		psp		psp
نقصان		adj		adj
پہنچایا		v		v
۔		punc		punc
پولیس		n		n
کے		psp		psp
مطابق		psp		psp
بیج		n		n
پور		n		n
مےں		psp		psp
اےک		num		num
بوتھ		n		n
کے		psp		psp
باہر		nst		nst
حملے		n		n
مےں		psp		psp
سی		n		n
پی		n		n
آئی		n		n
ایم		n		n
پولنگ		n		n
ایجنٹ		n		n
زخمی		adj		n
ہو		v		v
گیا		v		v
۔		punc		punc
اےک		num		num
اور		adj		avy
مقام		n		n
پر		psp		psp
تلبیس_شخصی		n		n
کے		psp		psp
لیے		psp		psp
اےک		num		num
شخص		n		n
کو		psp		psp
گرفتار		adj		adj
کر		v		v
لیا		v		v
گیا		v		v
۔		punc		punc
پولیس		n		n
نے		psp		psp
بتایا		v		v
کہ		avy		avy
ساؤتھ		n		n
24		num		num
پرگنا		n		n
ضلع		n		n
مےں		psp		psp
2		num		num
معمر		adj		n
خواتین		n		n
لو		n		pn
لگنے		v		v
سے		psp		psp
فوت		n		n
ہو		v		v
گئیں		v		v
۔		punc		punc
ڈیزل		n		n
کی		psp		psp
قیمتوں		n		n
مےں		psp		psp
تقریباً		avy		adv
دس		num		num
ماہ		n		n
سے		psp		psp
کوئی		pn		pn
تبدیلی		n		n
نہیں		avy		avy
کی		v		v
گئی		v		v
لیکن		avy		avy
ایسا		pn		pn
لگتا		v		v
ہے		v		v
کہ		avy		avy
آئندہ		adj		adj
ماہ		n		n
فی		adj		psp
لیٹر		n		n
2		num		num
روپئے		n		n
تک		avy		psp
کا		psp		psp
اضافہ		n		n
کیا		v		v
جائےگا		v		v
،		punc		punc
جس		pn		pn
سے		psp		psp
تیل		n		n
کی		psp		psp
کمپنیوں		n		n
کو		psp		psp
فی		adj		psp
لیٹر		n		n
ڈیزل		n		n
پر		psp		psp
ہونے		v		v
والے		psp		psp
16.10		num		num
روپئے		n		n
خسارہ		n		n
سے		psp		psp
کسی		pn		pn
قدر		n		n
راحت		n		n
ملےگی		v		v
۔		punc		punc
تیل		n		n
کی		psp		psp
کمپنیاں		n		n
آئندہ		adj		adj
ماہ		n		n
پٹرول		n		n
کی		psp		psp
قیمت		n		n
مےں		psp		psp
بھی		avy		avy
فی		adj		avy
لیٹر		n		n
3		num		num
روپئے		n		n
اضافہ		n		n
کی		psp		psp
تجویز		n		n
پر		psp		psp
غور		n		n
کر		v		v
رہی		v		v
ہےں		v		v
اور		avy		avy
سمجھا		v		v
جاتا		v		v
ہے		v		v
کہ		avy		avy
ڈیزل		n		n
کی		psp		psp
قیمتوں		n		n
مےں		psp		psp
بھی		avy		avy
اُسی		pn		pn
وقت		n		n
فی		adj		psp
لیٹر		n		n
2		num		num
روپئے		n		n
تک		psp		psp
اضافہ		n		n
کر		v		v
دیا		v		v
جائےگا		v		v
۔		punc		punc
پٹرول		n		n
کی		psp		psp
قیمتوں		n		n
کو		psp		psp
سرکاری		adj		adj
کنٹرول		n		n
سے		psp		psp
آزاد		adj		adj
کرنے		v		v
کے		psp		psp
بعد		nst		nst
تیل		n		n
کی		psp		psp
کمپنیوں		n		n
نے		psp		psp
وسط		adj		n
جنوری		n		n
سے		psp		psp
اب		pn		pn
تک		psp		psp
قیمت		n		n
مےں		psp		psp
اضافہ		n		n
نہیں		avy		avy
کیا		v		v
ہے		v		v
اور		avy		avy
اس		pn		pn
وقت		n		n
فی		adj		psp
لیٹر		n		n
خسارہ		n		n
بڑھ		v		v
کر		v		v
7		num		num
روپئے		n		n
تک		psp		psp
پہنچ		v		v
گیا		v		v
ہے		v		v
۔		punc		punc
تیل		n		n
کی		psp		psp
صنعت		n		n
سے		psp		psp
وابستہ		adj		adj
سینیر		adj		adj
ایکزیکٹیوز		n		n
نے		psp		psp
ڈیزل		n		n
کی		psp		psp
قیمت		n		n
مےں		psp		psp
فی		adj		adj
لیٹر		n		n
2		num		num
روپئے		n		n
اور		avy		avy
پٹرول		n		n
کی		psp		psp
قیمت		n		n
مےں		psp		psp
فی		adj		adj
لیٹر		n		n
3		num		num
روپئے		n		n
اضافہ		n		n
کو		psp		psp
ناگزیر		adj		adj
قرار		adj		adj
دیا		v		v
ہے		v		v
اور		avy		avy
کہا		v		v
ہے		v		v
کہ		avy		avy
کروڈ		n		n
آئیل		n		n
کی		psp		psp
قیمتوں		n		n
مےں		psp		psp
غیرمعمولی		adj		adj
اضافہ		n		n
کی		psp		psp
وجہ		psp		n
سے		psp		psp
یہ		pn		pn
فیصلہ		n		n
ضروری		adj		adj
ہے		v		v
۔		punc		punc
2010		n		n
مےں		psp		psp
افراط_زر		n		n
کی		psp		psp
بنا		psp		n
پر		psp		psp
حکومت		n		n
نے		psp		psp
قیمتوں		n		n
پر		psp		psp
کڑی		adj		n
نظر		n		n
رکھی		v		v
تھی		v		v
چنانچہ		avy		avy
جاریہ		adj		adj
سال		n		n
اسمبلی		adj		n
انتخابات		n		n
کا		psp		psp
مرحلہ		n		n
مکمل		adj		adj
ہوتے		v		v
ہی		avy		avy
حکومت		n		n
کے		psp		psp
لیے		psp		psp
بھی		avy		avy
قیمتوں		n		n
مےں		psp		psp
اضافے		n		n
کے		psp		psp
سلسلے		n		n
مےں		psp		psp
ماحول		n		adj
سازگار		adj		adj
ہو		v		v
جائےگا		v		v
۔		punc		punc
کانگریس		n		n
زیر		nst		nst
قیادت		n		n
یو		n		n
پی		n		n
اے		n		n
حکومت		n		n
کی		psp		psp
کلیدی		adj		adj
حلیف		adj		n
ڈی		n		n
ایم		n		n
کے		n		n
نے		psp		psp
مرکز		n		n
سے		psp		psp
سری		n		n
لنکا		n		n
مےں		UNK		psp
جنگی		adj		adj
جرائم		n		n
کے		psp		psp
ذمہ_داروں		n		n
کے		psp		psp
خلاف		adj		adj
کارروائی		n		n
کو		psp		psp
یقینی		adj		adj
بنانے		v		v
کا		psp		psp
مطالبہ		n		n
کیا		v		v
۔		punc		punc
اقوام		n		n
متحدہ		n		n
کی		psp		psp
رپورٹ		n		n
کا		psp		psp
حوالہ		n		n
دیتے		v		v
ہوئے		v		v
جس		pn		pn
مےں		UNK		psp
اس		pn		pn
کے		psp		psp
مطابق		psp		psp
سری		n		n
لنکا		n		n
کی		psp		psp
فوج		n		n
اور		avy		avy
ایل		n		n
ٹی		n		n
ٹی		n		n
ای		n		n
کے		psp		psp
مابین		nst		nst
جنگ		n		n
کے		psp		psp
آخری		adj		adj
مراحل		n		n
مےں		UNK		psp
ہزاروں		n		num
عام		adj		adj
شہریوں		n		n
کی		psp		psp
ہلاکت		n		n
واقع		adj		adj
ہوئی		v		v
,		punc		punc
ڈی		n		n
ایم		n		n
کے		n		n
کی		psp		psp
اعلیٰ		adj		adj
سطحی		n		adj
کمیٹی		n		n
نے		psp		psp
کہا		v		v
کہ		avy		avy
یو		n		n
پی		n		n
اے		n		n
مےں		UNK		psp
شامل		adj		adj
جماعتوں		n		n
کو		psp		psp
مل		v		v
کر		v		v
ذمہ_داروں		n		n
کے		psp		psp
خلاف		adj		adj
کارروائی		n		n
کو		psp		psp
یقینی		adj		n
بنانا		v		v
چاہیے		v		v
۔		punc		punc
اس		pn		pn
دوران		nst		nst
انا		n		n
ڈی		n		n
ایم		n		n
کے		n		psp
سربراہ		n		n
جئے		n		v
للیتا		n		n
نے		psp		psp
بھی		avy		avy
حکومت		n		n
ہند		n		n
پر		psp		psp
سری		n		n
لنکا		n		n
کے		psp		psp
صدر		n		n
مہندرا		n		n
راجہ		n		n
پکسے		n		n
کے		psp		psp
خلاف		adj		adj
جنگی		adj		adj
جرائم		n		n
اور		avy		avy
نسل_کشی		n		n
کے		psp		psp
لیے		psp		psp
اقوام		n		n
متحدہ		n		n
سے		psp		psp
رجوع		n		n
ہونے		v		v
پر		psp		psp
زور		n		n
دیا		v		v
۔		punc		punc
جئے		n		n
للیتا		n		n
نے		psp		psp
کہا		v		v
کہ		avy		avy
اقوام		n		n
متحدہ		n		n
کی		psp		psp
رپورٹ		n		n
نے		psp		psp
حکومت		n		n
سری		n		n
لنکا		n		n
کے		psp		psp
اس		pn		pn
دعویٰ		n		n
کو		psp		psp
غلط		adj		adj
ثابت		adj		adj
کر		v		v
دیا		v		v
ہے		v		v
کہ		avy		avy
انسانی		adj		adj
بنیادوں		n		n
پر		psp		psp
یہ		pn		pn
کارروائی		n		n
کی		v		v
گئی		v		v
اور		avy		avy
جانی		adj		adj
و		avy		avy
مالی		adj		adj
نقصانات		n		n
کم		adj		adj
سے		avy		psp
کم		adj		adj
ہوئے		v		v
۔		punc		punc
جئے		n		n
للیتا		n		n
نے		psp		psp
راجہ		n		n
پکسے		n		n
کے		psp		psp
خلاف		adj		adj
جنگی		adj		adj
جرائم		n		n
اور		avy		avy
نسل_کشی		n		n
کا		psp		psp
مقدمہ		n		n
چلانے		v		v
کا		psp		psp
مطالبہ		n		n
کیا		v		v
۔		punc		punc
انھوں		pn		pn
نے		psp		psp
کہا		v		v
کہ		avy		avy
نہ		avy		avy
صرف		avy		avy
راجہ		n		n
پکسے		n		v
NULL		unk		unk
بلکہ		avy		avy
اُن		n		pn
کے		psp		psp
جنرلس		n		n
اور		avy		avy
سینیر		adj		adj
وزراء		n		n
کے		psp		psp
خلاف		adj		adj
بھی		avy		avy
کارروائی		n		n
کی		v		v
جانی		v		v
چاہیے		v		v
جو		pn		pn
ان		pn		pn
مظالم		n		n
مےں		UNK		psp
برابر		adj		n
کے		avy		psp
شریک		adj		adj
ہےں		v		v
۔		punc		punc
سیشن		n		n
کورٹ		n		n
آرتھر		n		n
روڈ		n		n
سنٹرل		n		n
جیل		n		n
کے		psp		psp
عہدیدار		n		n
کی		psp		psp
جانب		nst		nst
سے		psp		psp
دائرکردہ		adj		adj
درخواست		n		n
کی		psp		psp
7		n		n
مئی		n		n
کو		psp		psp
سماعت		n		n
کرےگی		v		v
جس		pn		pn
مےں		psp		psp
حسن		n		n
علی		n		n
خان		n		n
کو		psp		psp
پاسپورٹ		n		n
جعل_سازی		n		n
مقدمہ		n		n
کے		psp		psp
سلسلے		n		n
مےں		psp		psp
پٹنہ		n		n
منتقل		adj		adj
کرنے		v		v
کے		psp		psp
لیے		psp		psp
اجازت		n		n
طلب		n		n
کی		v		v
گئی		v		v
ہے		v		v
۔		punc		punc
سیشن		n		n
کورٹ		n		n
آرتھر		n		n
روڈ		n		n
سنٹرل		n		n
جیل		n		n
کے		psp		psp
عہدیدار		n		n
کی		psp		psp
جانب		nst		nst
سے		psp		psp
دائرکردہ		adj		adj
درخواست		n		n
کی		psp		psp
7		n		n
مئی		n		n
کو		psp		psp
سماعت		n		n
کرےگی		v		v
NULL		unk		unk
جس		pn		pn
مےں		psp		psp
حسن		n		n
علی		n		n
خان		n		n
کو		psp		psp
پاسپورٹ		n		n
جعل_سازی		n		n
مقدمہ		n		n
کے		psp		psp
سلسلے		n		n
مےں		psp		psp
پٹنہ		n		n
منتقل		adj		adj
کرنے		v		v
کے		psp		psp
لیے		psp		psp
اجازت		n		n
طلب		n		n
کی		v		v
گئی		v		v
ہے		v		v
۔		punc		punc
اسی		pn		pn
تاریخ		n		n
کو		psp		psp
حسن		n		n
علی		n		n
خان		n		n
کو		psp		psp
ریمانڈ		n		n
مےں		psp		psp
توسیع		n		n
کے		psp		psp
لیے		psp		psp
پیش		nst		nst
کیا		v		v
جانے		v		v
والا		v		psp
ہے		v		v
۔		punc		punc
پٹنہ		n		n
پولیس		n		n
نے		psp		psp
کل		n		n
عدالت		n		n
سے		psp		psp
رجوع		n		n
ہوتے		v		v
ہوئے		v		v
حسن		n		n
علی		n		n
خان		n		n
کو		psp		psp
تحویل		n		n
مےں		psp		psp
دینے		v		v
کی		psp		psp
خواہش		n		n
کی		v		v
تھی		v		v
۔		punc		punc
انھوں		pn		pn
نے		psp		psp
چیف		n		n
جوڈیشیل		n		n
مجسٹریٹ		n		n
پٹنہ		n		n
کا		psp		psp
جاری_کردہ		adj		adj
وارنٹ		n		n
دکھایا		v		v
NULL		unk		unk
جس		pn		pn
مےں		psp		psp
کہا		v		v
گیا		v		v
ہے		v		v
کہ		avy		avy
1997		n		n
پاسپورٹ		n		n
جعل_سازی		n		adj
مقدمہ		n		n
مےں		psp		psp
انھیں		pn		pn
عدالت		n		n
کے		psp		psp
روبرو		nst		nst
پیش		nst		nst
کیا		v		v
جائے		v		v
۔		punc		punc
حسن		n		n
علی		n		n
خان		n		n
کے		psp		psp
وکیل		n		n
آئی		n		n
پی		n		n
بگاڈیا		n		n
نے		psp		psp
اس		pn		pn
درخواست		n		n
پر		psp		psp
اعتراض		n		n
کرتے		v		v
ہوئے		v		v
کہا		v		v
کہ		avy		avy
یہ		pn		pn
وارنٹ		n		n
آرتھر		n		n
روڈ		n		n
جیل		n		n
کے		psp		psp
نام		n		n
ہے		v		v
اور		avy		avy
عدالت		n		n
کے		psp		psp
نام		n		n
سے		psp		psp
نہیں		avy		avy
بھیجا		v		v
گیا		v		v
ہے		v		v
چنانچہ		adv		avy
اسے		pn		pn
واپس		adj		adj
کر		v		v
دیا		v		v
جانا		v		v
چاہئے		v		v
۔		punc		punc
تاہم		avy		avy
ایڈیشنل		n		n
سینئر		n		adj
جیلر		n		n
آرتھر		n		n
روڈ		n		n
گویند		n		n
پاٹل		n		n
نے		psp		psp
درخواست		n		n
دیتے		v		v
ہوئے		v		v
کہا		v		v
کہ		avy		avy
ممبئی		n		n
کی		psp		psp
سیشن		n		n
کورٹ		n		n
جیل		n		n
کے		psp		psp
حکام		n		n
کو		psp		psp
ملزم		adj		n
حسن		n		n
علی		n		n
خان		n		n
کو		psp		psp
پٹنہ		n		n
روانہ		adj		adj
کرنے		v		v
کی		psp		psp
اجازت		n		n
دے		v		v
سکتی		v		v
ہے		v		v
کیوںکہ		avy		avy
حسن		n		n
علی		n		n
خان		n		n
اس		pn		pn
وقت		n		n
عدالت		n		n
کی		psp		psp
تحویل		n		n
مےں		psp		psp
ہےں		v		v
۔		punc		punc
انھیں		pn		pn
7		n		n
مئی		n		n
تک		psp		psp
کے		psp		psp
لیے		psp		psp
اس		pn		pn
سے		psp		psp
پہلے		nst		nst
عدالتی		adj		adj
تحویل		n		n
مےں		psp		psp
دیا		v		v
گیا		v		v
تھا		v		v
۔		punc		punc
عدالت		n		n
4		n		n
مئی		n		n
کو		psp		psp
ملزم		n		n
کو		psp		psp
طبی		adj		adj
مدد		n		n
فراہم		adj		adj
کرنے		v		v
کی		psp		psp
درخواست		n		n
پر		psp		psp
بھی		avy		avy
غور		n		n
کریگی		v		v
کیونکہ		avy		avy
حسن		n		n
علی		n		n
خان		n		n
نے		psp		psp
کہا		v		v
کہ		avy		avy
وہ		pn		pn
ذیابطیس		n		n
کے		psp		psp
مریض		n		n
ہےں		v		v
اور		avy		avy
انھیں		pn		pn
فوری		adv		adj
علاج		n		n
کی		psp		psp
ضرورت		n		n
ہے		v		v
۔		punc		punc
وزیراعظم		n		n
منموہن		n		n
سنگھ		n		n
کی		psp		psp
صدارت		n		n
مےں		psp		psp
منعقد		adj		adj
ہوئے		v		v
اےک		num		num
اعلی		adj		adj
سطحی		adj		adj
اجلاس		n		n
مےں		psp		psp
مہاراشٹرا		n		n
کے		psp		psp
مقام		n		n
جیٹاپور		n		n
مےں		psp		psp
فرانس		n		n
کے		psp		psp
اشتراک		n		n
سے		psp		psp
نیوکلیر		adj		n
پراجکٹ		n		n
کی		psp		psp
تعمیر		n		n
جاری		adj		adj
رکھنے		v		v
کا		psp		psp
فیصلہ		n		n
کیا		v		v
گیا		v		v
جبکہ		avy		avy
شیو		n		n
سینا		n		n
اور		avy		avy
دوسری		adj		num
تنظیمیں		n		n
جاپان		n		n
مےں		psp		psp
فوکوشیما		n		n
نیوکلیر		adj		n
تباہی		n		n
کے		psp		psp
حوالے		n		n
سے		psp		psp
اس		pn		pn
پراجکٹ		n		n
کی		psp		psp
شدید		adj		adj
مخالفت		n		n
کر		v		v
رہی		v		v
ہےں		v		v
اور		avy		avy
اس		pn		pn
سلسلہ		n		n
مےں		psp		psp
تارہ		n		adj
پور		n		n
سے		psp		psp
جیٹا		n		n
پور		n		n
تک		psp		psp
یاترا		n		n
بھی		avy		avy
نکالی		v		v
گئی		v		v
جو		pn		pn
سہ		num		n
روزہ		avy		n
احتجاجی		adj		adj
پروگرام		n		n
کا		psp		psp
نقطہ		n		n
عروج		n		n
تھا		v		v
۔		punc		punc
احتجاج		n		n
کے		psp		psp
دوران		nst		nst
پولیس		n		n
فائرنگ		n		n
مےں		psp		psp
اےک		num		num
نوجوان		n		n
تبریز		n		n
سائکر		n		n
جاں_بحق		adj		adj
ہو		v		v
چکا		v		v
ہے		v		v
۔		punc		punc
نیوکلیر		n		n
پاور		n		n
پراجکٹ		n		n
کے		psp		psp
قیام		n		n
کی		psp		psp
مخالفت		n		n
کرنے		v		v
والی		psp		psp
جماعتوں		n		n
اور		avy		avy
تنظیموں		n		n
نے		psp		psp
اندیشہ		n		n
ظاہر		adj		adj
کیا		v		v
ہے		v		v
کہ		avy		avy
اس		pn		pn
پراجکٹ		n		n
کی		psp		psp
تعمیر		n		n
سے		psp		psp
ماحولیات		n		n
کو		psp		psp
سنگین		adj		adj
خطرہ		n		n
لاحق		adj		adj
ہوگا		v		v
اور		avy		avy
کسی		pn		pn
بھی		avy		avy
ناگہانی		adj		adj
صورت_حال		n		n
مےں		psp		psp
انسانی		adj		adj
جانوں		n		n
کو		psp		psp
زبردست		adj		adj
خطرہ		n		n
لاحق		adj		adj
ہو		v		v
سکتا		v		v
ہے		v		v
فوکوشیما		n		n
نیوکلیر		adj		n
تباہی		n		n
اس		pn		pn
کی		psp		psp
تازہ		adj		adj
مثال		n		n
ہے		v		v
۔		punc		punc
حکومت		n		n
نے		psp		psp
یقین		n		n
دلایا		v		v
ہے		v		v
کہ		avy		avy
حفاظتی		adj		adj
پہلووں		n		n
کو		psp		psp
اولین		n		adj
ترجیح		adj		n
دی		v		v
جائےگی		v		v
حکومت		n		n
کے		psp		psp
اعلی		adj		adj
سطحی		adj		adj
اجلاس		n		n
نے		psp		psp
نیوکلیر		adj		n
پراجکٹ		n		n
کی		psp		psp
تعمیر		n		n
کی		psp		psp
مخالفت		n		n
کو		psp		psp
سیاسی		adj		adj
مقصدبراری		n		n
سے		psp		psp
تعبیر		n		n
کیا		v		v
اور		avy		avy
مخالفت		n		n
کرنے		v		v
والی		psp		psp
تنظیموں		n		n
پر		psp		psp
عوام		n		n
کے		psp		psp
جذبات		n		n
بھڑکانے		v		v
کا		psp		psp
الزام		n		n
لگایا		v		v
ہے		v		v
حالانکہ		avy		avy
جاپان		n		n
مےں		psp		psp
ہوئی		v		v
نیوکلیر		adj		n
تباہی		n		n
اور		avy		avy
انسانی		adj		adj
جانوں		n		n
کے		psp		psp
نقصان		n		n
پر		psp		psp
جیٹاپور		n		n
پراجکٹ		n		n
کی		psp		psp
مخالفت		n		n
فطری		adj		adj
ردعمل		n		n
ہے		v		v
۔		punc		punc
رہی		v		v
بات		n		n
کسی		pn		pn
بھی		avy		avy
مسئلہ		n		n
کے		psp		psp
سیاسی		adj		adj
استحصال		n		n
کی		psp		v
تو		avy		avy
خود		pn		pn
کانگریس		n		n
دودھ		n		n
کی		psp		psp
دھلی		v		n
نہیں		avy		avy
ہے		v		v
۔		punc		punc
آج		n		n
بھی		avy		avy
ملک		n		n
کی		psp		psp
جن		pn		pn
ریاستوں		n		n
مےں		psp		psp
سونیا		n		n
گاندھی		n		n
کی		psp		psp
پارٹی		n		n
اپوزیشن		n		n
مےں		psp		psp
ہے		v		v
کسی		pn		pn
نہ		avy		avy
کسی		pn		pn
مسئلہ		n		n
پر		psp		psp
NULL		unk		unk
سیاست		n		n
کھیلتی		v		v
رہتی		v		v
ہے		v		v
۔		punc		punc
بعض		avy		avy
اوقات		n		n
تو		avy		avy
سیاسی		adj		adj
جماعتیں		n		n
نان_ایشو		n		n
پر		psp		psp
بھی		avy		avy
سیاسی		adj		adj
چال		n		n
چلتی		v		v
ہےں		v		v
۔		punc		punc
جیٹاپور		n		n
نیوکلیر		n		n
پاور		n		n
پلانٹ		n		n
کی		psp		psp
تعمیر		n		n
کا		psp		psp
مسئلہ		n		n
تو		avy		avy
انسانی		adj		adj
جانوں		n		n
کے		psp		psp
تحفظ		n		n
اور		avy		avy
ماحولیاتی		adj		adj
حفاظت		n		n
سے		psp		psp
جڑا		v		v
ہے		v		v
اور		avy		avy
پھر		avy		adv
اس		pn		pn
پراجکٹ		n		n
کی		psp		psp
تعمیر		n		n
کی		psp		psp
صورت		n		n
مےں		psp		psp
بہت		avy		avy
سے		psp		psp
لوگوں		n		n
کو		psp		psp
نقل		n		n
مقام		n		n
بھی		avy		avy
کرنا		v		v
پڑےگا		v		v
۔		punc		punc
ایسے		pn		pn
مےں		psp		psp
شیو		n		n
سینا		n		n
,		punc		punc
بائیں		n		n
بازو		n		n
اور		avy		avy
دوسری		adj		num
جماعتیں		n		n
و		avy		avy
تنظیمیں		n		n
احتجاج		n		n
کر		v		v
رہی		v		v
ہےں		v		v
تو		avy		avy
یہ		pn		pn
بالکلیہ		adj		adv
عوامی		adj		adj
مسئلہ		n		n
پر		psp		psp
احتجاج		n		n
ہے		v		v
۔		punc		punc
اور		avy		avy
اس		pn		pn
قسم		n		n
کے		psp		psp
احتجاج		n		n
کو		psp		psp
فطری		adj		adj
طور		n		n
پر		psp		psp
عوام		n		n
کی		psp		psp
تائید		n		n
حاصل		n		n
رہیگی		v		v
جس		pn		pn
مقام		n		n
پر		psp		psp
نیوکلیر		adj		n
پاور		n		n
پراجکٹ		n		n
تعمیر		n		n
کیا		v		v
جانے		v		v
والا		v		psp
ہے		v		v
وہ		pn		pn
شیو		n		n
سینا		n		n
کے		psp		psp
رکن		n		n
اسمبلی		n		n
ارجن		n		n
سالوی		n		n
کا		psp		psp
حلقہ		n		n
ہے		v		v
جو		pn		pn
مظاہرین		n		n
کے		psp		psp
ساتھ		nst		nst
اس		pn		pn
مسئلہ		n		n
پر		psp		psp
گرفتاری		n		n
دے		v		v
چکے		v		v
ہےں		v		v
۔		punc		punc
دلچسپ		adj		adj
بات		n		n
یہ		pn		pn
ہے		v		v
کہ		avy		avy
ساکری		n		adj
نیٹ		n		n
دیہات		n		n
مےں		psp		psp
جہاں		pn		pn
گڑبڑ		n		n
اور		avy		avy
پرتشدد		adj		adj
احتجاج		n		n
پر		psp		psp
پولیس		n		n
کے		psp		psp
طاقت		n		n
استعمال		n		n
کرنے		v		v
سے		psp		psp
تبریز		n		n
کی		psp		v
جان		n		v
گئی		v		v
,		punc		punc
مسلم		adj		adj
اکثریتی		adj		adj
دیہات		n		n
ہے		v		v
اور		avy		avy
یہ		pn		pn
وہ		pn		pn
مقام		n		n
ہے		v		v
جہاں		pn		pn
مسلمان		n		n
ہمیشہ		adv		adv
کانگریس		n		n
کی		psp		psp
تائید		n		n
کرتے		v		v
رہے		v		v
لیکن		avy		avy
2002		n		n
ء		n		n
مےں		psp		psp
حالات		n		n
تبدیل		adj		adj
ہو		v		v
گئے		v		v
اور		avy		avy
مقامی		adj		adj
مسلمانوں		n		n
کی		psp		psp
